5.250251e+002,4.865282e-001
5.250853e+002,4.853470e-001
5.251456e+002,4.843377e-001
5.252059e+002,4.837045e-001
5.252662e+002,4.835456e-001
5.253264e+002,4.838149e-001
5.253867e+002,4.843329e-001
5.254470e+002,4.848428e-001
5.255072e+002,4.851119e-001
5.255674e+002,4.849815e-001
5.256277e+002,4.844468e-001
5.256880e+002,4.836529e-001
5.257483e+002,4.828801e-001
5.258085e+002,4.824449e-001
5.258688e+002,4.825799e-001
5.259291e+002,4.833621e-001
5.259893e+002,4.846819e-001
5.260496e+002,4.863065e-001
5.261099e+002,4.879502e-001
5.261701e+002,4.893861e-001
5.262304e+002,4.904725e-001
5.262906e+002,4.911579e-001
5.263509e+002,4.914735e-001
5.264112e+002,4.914989e-001
5.264714e+002,4.913415e-001
5.265317e+002,4.911046e-001
5.265920e+002,4.908815e-001
5.266522e+002,4.907418e-001
5.267125e+002,4.907216e-001
5.267728e+002,4.908253e-001
5.268330e+002,4.910243e-001
5.268933e+002,4.912710e-001
5.269536e+002,4.915112e-001
5.270138e+002,4.917101e-001
5.270741e+002,4.918725e-001
5.271343e+002,4.920428e-001
5.271946e+002,4.922896e-001
5.272549e+002,4.926749e-001
5.273151e+002,4.932154e-001
5.273754e+002,4.938593e-001
5.274357e+002,4.944829e-001
5.274959e+002,4.949208e-001
5.275562e+002,4.950333e-001
5.276165e+002,4.947511e-001
5.276768e+002,4.941190e-001
5.277370e+002,4.932930e-001
5.277972e+002,4.925129e-001
5.278575e+002,4.920228e-001
5.279178e+002,4.919940e-001
5.279780e+002,4.924877e-001
5.280383e+002,4.934245e-001
5.280986e+002,4.946252e-001
5.281589e+002,4.958516e-001
5.282191e+002,4.968967e-001
5.282794e+002,4.976309e-001
5.283397e+002,4.980241e-001
5.283999e+002,4.981287e-001
5.284601e+002,4.980457e-001
5.285204e+002,4.978770e-001
5.285807e+002,4.976827e-001
5.286410e+002,4.974944e-001
5.287012e+002,4.973243e-001
5.287615e+002,4.971922e-001
5.288218e+002,4.971517e-001
5.288820e+002,4.972849e-001
5.289423e+002,4.976716e-001
5.290026e+002,4.983639e-001
5.290628e+002,4.993485e-001
5.291231e+002,5.005249e-001
5.291833e+002,5.017176e-001
5.292436e+002,5.027232e-001
5.293039e+002,5.033539e-001
5.293641e+002,5.034853e-001
5.294244e+002,5.030931e-001
5.294847e+002,5.022453e-001
5.295449e+002,5.010861e-001
5.296052e+002,4.997858e-001
5.296655e+002,4.985227e-001
5.297257e+002,4.974515e-001
5.297860e+002,4.966816e-001
5.298463e+002,4.962827e-001
5.299065e+002,4.962791e-001
5.299668e+002,4.966483e-001
