Time [s],IFT [N/m],Volume [m3],Surface [m2],Radius [m],Worth.,Bond,Rotation [deg.],Apex x [px],Apex y [px],Needle width [px]
0.0,0.04144,8.554e-09,2.001e-05,0.0,0.6791,0.327,0.1807,255.1,308.6,30.7
